Ticker,Pool,Threshold,Events,Win Rate,Avg Return,Avg Intraday DD
ORCL,Asset,-0.015,122,0.4918032786885246,-2.4472844958094993e-06,-0.018772422327582867
BYND,Toxic,-0.015,254,0.4645669291338583,-0.0002257440378681871,-0.037430100426689816
AMD,Asset,-0.015,347,0.4899135446685879,-0.00022631749845594644,-0.025840135950738002
ADBE,Asset,-0.015,160,0.4625,-0.000514475119244683,-0.019480133438984252
APP,Asset,-0.015,189,0.5026455026455027,-0.0006448676388183955,-0.034357880338723515
AMC,Toxic,-0.015,332,0.4759036144578313,-0.0009177862074696094,-0.046825111351572545
BRK-B,Asset,-0.015,54,0.5185185185185185,-0.0015716752086379722,-0.015026596921812442
SIVR,Asset,-0.015,218,0.4724770642201835,-0.001780950874181276,-0.012598469335219799
IBM,Asset,-0.015,74,0.3918918918918919,-0.0019373717142187618,-0.01823332128123095
ON,Asset,-0.015,334,0.4491017964071856,-0.002079195673894549,-0.02294848921947729
GLD,Asset,-0.015,57,0.38596491228070173,-0.00218508856476923,-0.008034804035483288
DNA,Toxic,-0.015,226,0.4424778761061947,-0.0022898206839977718,-0.047313982612490514
QCOM,Asset,-0.015,201,0.5124378109452736,-0.002603386123238585,-0.019228656016491166
NVTS,Asset,-0.015,191,0.44502617801047123,-0.002885533773189407,-0.03790301203618723
OPEN,Toxic,-0.015,299,0.4414715719063545,-0.0038335175331580484,-0.04536059309116348
PSNY,Toxic,-0.015,157,0.4267515923566879,-0.005232625687141927,-0.041324256469520315
REMX,Asset,-0.015,268,0.3358208955223881,-0.005669153461845021,-0.017882857560061843
BIRD,Toxic,-0.015,132,0.38636363636363635,-0.012780366443731971,-0.04933391847965715
ABAT,Asset,-0.02,345,0.5739130434782609,0.02665679506139871,-0.051263157041040626
TMDX,Asset,-0.02,125,0.672,0.02478715216295428,-0.0314056442641919
UAMY,Asset,-0.02,692,0.5491329479768786,0.02471845992759391,-0.034681912923192684
CELH,Asset,-0.02,258,0.6550387596899225,0.020744700526704386,-0.027378079622072535
ONDS,Asset,-0.02,206,0.5485436893203883,0.016124923797990375,-0.043237058186469175
FUBO,Asset,-0.02,287,0.5296167247386759,0.014966572314716124,-0.038367377133533824
